35.6481976833,128.399144137
35.64819876,128.399142797
35.6481998467,128.399141455
35.6482019683,128.39913879
35.648203035,128.399137458
35.6482041217,128.39913611
35.648205205,128.399134795
35.6482062683,128.39913348
35.6482083783,128.39913085
35.64820948,128.39912953
35.6482105583,128.39912823
35.6482115833,128.399126938
35.6482137183,128.399124337
35.64821478,128.399122998
35.64821584,128.399121683
35.6482169117,128.399120323
35.6482190933,128.399117607
35.6482202033,128.399116237
35.6482213083,128.39911486
35.64822241,128.399113467
35.6482246633,128.39911071
35.6482258083,128.399109303
35.6482269583,128.39910791
35.648228085,128.399106495
35.6482304233,128.39910367
35.64823159,128.39910221
35.64823277,128.399100795
35.6482339317,128.399099348
35.6482362217,128.399096453
35.6482373767,128.399095003
35.6482385417,128.399093588
35.6482397033,128.399092167
35.6482420167,128.399089333
35.64824317,128.3990879
35.6482443083,128.399086477
35.6482454567,128.399085062
35.6482477733,128.39908224
35.64824892,128.39908085
35.6482500683,128.399079443
35.6482511967,128.399078045
35.6482534717,128.399075268
35.6482546333,128.399073887
35.6482557717,128.3990725
35.64825691,128.399071127
35.6482592083,128.3990684
35.6482603583,128.399067045
35.6482615283,128.399065673
35.6482626533,128.399064332
35.648264985,128.39906167
35.64826612,128.39906033
35.6482672767,128.399058993
35.6482684217,128.399057657
35.6482707617,128.399055067
35.6482719017,128.399053767
35.6482731017,128.399052548
35.64827425,128.399051307
35.6482765817,128.399048892
35.6482777317,128.399047743
35.6482788833,128.399046593
35.6482800683,128.39904546
35.6482824033,128.399043313
35.6482835717,128.39904225
35.6482847383,128.399041245
35.64828593,128.399040223
35.648288285,128.399038373
35.6482894533,128.399037472
35.6482906033,128.399036563
35.6482917867,128.399035738
35.64829417,128.399034112
35.6482953683,128.39903333
35.6482965317,128.399032585
35.6482977167,128.399031853
35.6483001383,128.399030547
35.648301375,128.399029888
35.64830261,128.399029285
35.6483038183,128.399028748
35.6483062683,128.399027707
35.6483075067,128.399027238
35.6483087317,128.3990268
35.6483099283,128.399026343
35.6483124283,128.39902559
35.6483136833,128.399025218
35.6483148733,128.399024827
35.6483160933,128.399024493
35.648318585,128.399024003
35.6483198083,128.39902381
35.648321045,128.399023655
35.648322285,128.399023538
35.648324745,128.399023327
35.64832598,128.399023275
35.6483271717,128.39902329
35.6483283867,128.399023292
35.6483307683,128.399023393
35.6483319683,128.399023492
35.6483331333,128.399023598
35.6483343217,128.399023745
35.648336645,128.39902412
35.6483377867,128.399024363
35.6483389467,128.399024568
35.6483400667,128.399024878
35.648342275,128.399025652
35.6483433983,128.39902601
35.6483444833,128.399026372
35.6483455583,128.399026767
35.648347685,128.399027673
35.6483487217,128.399028187
35.6483497533,128.39902865
35.64835077,128.39902918
35.6483527883,128.399030275
35.6483537933,128.399030897
35.648354805,128.39903147
35.6483557717,128.399032088
35.648357745,128.39903333
35.6483587067,128.399033982
35.6483596633,128.399034638
35.6483605767,128.39903536
35.6483624033,128.399036768
35.6483632983,128.39903748
35.6483642217,128.399038215
35.64836509,128.39903895
35.64836682,128.39904051
35.6483676733,128.399041255
35.6483684867,128.399042028
35.6483693167,128.399042867
35.6483709533,128.399044563
35.6483717683,128.3990454
35.64837259,128.399046225
35.64837335,128.399047078
35.6483749333,128.399048822
35.64837571,128.399049727
35.6483764617,128.399050643
35.64837723,128.399051525
35.64837874,128.399053335
35.6483794933,128.399054235
35.648380245,128.399055153
35.6483809433,128.399056077
35.6483823883,128.399058
35.6483831167,128.399058932
35.648383855,128.39905985
35.648384625,128.399060748
35.6483859833,128.399062708
35.6483867067,128.399063602
35.6483874267,128.399064553
35.6483881433,128.399065462
35.6483895133,128.399067297
35.64839023,128.399068217
35.64839094,128.399069132
