35.6469752393, 128.401031784, 35.6469867413, 128.401069277
35.6469712451, 128.401035415, 35.6469867413, 128.401069277
35.6469690713, 128.401037055, 35.6469867413, 128.401069277
35.6469674714, 128.401038061, 35.6469867413, 128.401069277
35.6469653313, 128.401039215, 35.6469867413, 128.401069277
35.6469633963, 128.401039914, 35.6469867413, 128.401069277
35.646961443, 128.40104057, 35.6469867413, 128.401069277
35.6469592914, 128.401041237, 35.6469867413, 128.401069277
35.6469542472, 128.401042236, 35.6469867413, 128.401069277
35.6469752393, 128.401031784, 35.646966773, 128.401091618
35.6469712451, 128.401035415, 35.646966773, 128.401091618
35.6469690713, 128.401037055, 35.646966773, 128.401091618
35.6469674714, 128.401038061, 35.646966773, 128.401091618
35.6469653313, 128.401039215, 35.646966773, 128.401091618
35.6469633963, 128.401039914, 35.646966773, 128.401091618
35.646961443, 128.40104057, 35.646966773, 128.401091618
35.6469592914, 128.401041237, 35.646966773, 128.401091618
35.6469542472, 128.401042236, 35.646966773, 128.401091618
35.6469752393, 128.401031784, 35.6469521847, 128.401107954
35.6469712451, 128.401035415, 35.6469521847, 128.401107954
35.6469690713, 128.401037055, 35.6469521847, 128.401107954
35.6469674714, 128.401038061, 35.6469521847, 128.401107954
35.6469653313, 128.401039215, 35.6469521847, 128.401107954
35.6469633963, 128.401039914, 35.6469521847, 128.401107954
35.646961443, 128.40104057, 35.6469521847, 128.401107954
35.6469592914, 128.401041237, 35.6469521847, 128.401107954
35.6469542472, 128.401042236, 35.6469521847, 128.401107954
35.6469867413, 128.401069277, 35.6469752393, 128.401031784
35.646966773, 128.401091618, 35.6469752393, 128.401031784
35.6469521847, 128.401107954, 35.6469752393, 128.401031784
35.6469867413, 128.401069277, 35.6469712451, 128.401035415
35.646966773, 128.401091618, 35.6469712451, 128.401035415
35.6469521847, 128.401107954, 35.6469712451, 128.401035415
35.6469867413, 128.401069277, 35.6469690713, 128.401037055
35.646966773, 128.401091618, 35.6469690713, 128.401037055
35.6469521847, 128.401107954, 35.6469690713, 128.401037055
35.6469867413, 128.401069277, 35.6469674714, 128.401038061
35.646966773, 128.401091618, 35.6469674714, 128.401038061
35.6469521847, 128.401107954, 35.6469674714, 128.401038061
35.6469867413, 128.401069277, 35.6469653313, 128.401039215
35.646966773, 128.401091618, 35.6469653313, 128.401039215
35.6469521847, 128.401107954, 35.6469653313, 128.401039215
35.6469867413, 128.401069277, 35.6469633963, 128.401039914
35.646966773, 128.401091618, 35.6469633963, 128.401039914
35.6469521847, 128.401107954, 35.6469633963, 128.401039914
35.6469867413, 128.401069277, 35.646961443, 128.40104057
35.646966773, 128.401091618, 35.646961443, 128.40104057
35.6469521847, 128.401107954, 35.646961443, 128.40104057
35.6469867413, 128.401069277, 35.6469592914, 128.401041237
35.646966773, 128.401091618, 35.6469592914, 128.401041237
35.6469521847, 128.401107954, 35.6469592914, 128.401041237
35.6469867413, 128.401069277, 35.6469542472, 128.401042236
35.646966773, 128.401091618, 35.6469542472, 128.401042236
35.6469521847, 128.401107954, 35.6469542472, 128.401042236
