# RIGHT05
35.6483914462,128.399014764,35.6483886883,128.399002068,RIGHT
35.6483886883,128.399002068,35.6483813017,128.398982545,RIGHT
35.6483813017,128.398982545,35.6483779467,128.398963703,RIGHT
35.6483779467,128.398963703,35.6483783933,128.398943632,RIGHT
35.6483783933,128.398943632,35.6483829367,128.39892678,RIGHT
35.6483829367,128.39892678,35.6483913767,128.398909855,RIGHT
35.6483913767,128.398909855,35.6484030555,128.398891179,RIGHT

# RIGHT08
35.6487110995,128.39944456,35.648704795,128.399434252,RIGHT
35.648704795,128.399434252,35.6486951817,128.399421335,RIGHT
35.6486951817,128.399421335,35.6486862367,128.399408795,RIGHT
35.6486862367,128.399408795,35.6486764833,128.39939449,RIGHT
35.6486764833,128.39939449,35.6486686983,128.399381065,RIGHT
35.6486686983,128.399381065,35.648662055,128.39936613,RIGHT
35.648662055,128.39936613,35.6486580633,128.39935234,RIGHT
35.6486580633,128.39935234,35.6486560733,128.399337578,RIGHT
35.6486560733,128.399337578,35.6486564667,128.39932421,RIGHT
35.6486564667,128.39932421,35.64865929,128.399309423,RIGHT
35.64865929,128.399309423,35.6486648617,128.399294823,RIGHT
35.6486648617,128.399294823,35.6486659219,128.399287896,RIGHT

# RIGHT09
35.6488326982,128.399487107,35.64882213,128.399498313,RIGHT
35.64882213,128.399498313,35.6488120283,128.399506872,RIGHT
35.6488120283,128.399506872,35.6488017983,128.399512867,RIGHT
35.6488017983,128.399512867,35.6487930767,128.399515817,RIGHT
35.6487930767,128.399515817,35.6487841967,128.39951586,RIGHT
35.6487841967,128.39951586,35.6487767033,128.399514002,RIGHT
35.6487767033,128.399514002,35.648769245,128.39951011,RIGHT
35.648769245,128.39951011,35.6487623567,128.399505097,RIGHT
35.6487623567,128.399505097,35.6487523003,128.399496258,RIGHT

# RIGHT12
35.6484952687,128.399208071,35.6485024667,128.399223373,RIGHT
35.6485024667,128.399223373,35.6485082217,128.399237068,RIGHT
35.6485082217,128.399237068,35.648511915,128.399249898,RIGHT
35.648511915,128.399249898,35.648514045,128.399264038,RIGHT
35.648514045,128.399264038,35.6485140817,128.39927813,RIGHT
35.6485140817,128.39927813,35.6485111967,128.39929493,RIGHT
35.6485111967,128.39929493,35.6485045776,128.399315549,RIGHT

# RIGHT16
35.6487291776,128.399522401,35.6487368283,128.399537568,RIGHT
35.6487368283,128.399537568,35.64873975,128.39954721,RIGHT
35.64873975,128.39954721,35.6487408767,128.399555843,RIGHT
35.6487408767,128.399555843,35.6487407733,128.399565142,RIGHT
35.6487407733,128.399565142,35.64873892,128.399574993,RIGHT
35.64873892,128.399574993,35.64873459,128.399587028,RIGHT
35.64873459,128.399587028,35.6487284219,128.399604128,RIGHT

# RIGHT17
35.6475898243,128.399985967,35.6475841783,128.399970015,RIGHT
35.6475841783,128.399970015,35.64758033,128.399954293,RIGHT
35.64758033,128.399954293,35.64757907,128.399937323,RIGHT
35.64757907,128.399937323,35.6475804617,128.399922182,RIGHT
35.6475804617,128.399922182,35.6475844467,128.399907107,RIGHT
35.6475844467,128.399907107,35.64758985,128.399894388,RIGHT
35.64758985,128.399894388,35.647597645,128.399881445,RIGHT
35.647597645,128.399881445,35.6476073916,128.399865431,RIGHT

# RIGHT19
35.6482883396,128.39903183,35.6482965317,128.399032585,RIGHT
35.6482965317,128.399032585,35.6483124283,128.39902559,RIGHT
35.6483124283,128.39902559,35.6483271717,128.39902329,RIGHT
35.6483271717,128.39902329,35.648342275,128.399025652,RIGHT
35.648342275,128.399025652,35.648354805,128.39903147,RIGHT
35.648354805,128.39903147,35.6483704845,128.399038516,RIGHT


# RIGHT20
35.6478450101,128.400327532,35.6478385983,128.400315413,RIGHT
35.6478385983,128.400315413,35.6478332333,128.40030144,RIGHT
35.6478332333,128.40030144,35.647829845,128.400286803,RIGHT
35.647829845,128.400286803,35.647828925,128.400270628,RIGHT
35.647828925,128.400270628,35.6478305333,128.40025663,RIGHT
35.6478305333,128.40025663,35.6478346717,128.40024168,RIGHT
35.6478346717,128.40024168,35.6478410917,128.400227137,RIGHT
35.6478410917,128.400227137,35.64785093,128.400211157,RIGHT
35.64785093,128.400211157,35.64786193,128.400197018,RIGHT
35.64786193,128.400197018,35.6478767508,128.400174292,RIGHT

