35.6470350381, 128.400566537
35.6470499747, 128.400547724
35.647069117, 128.400524318
35.6470882684, 128.400500912
35.6471074197, 128.400477506
35.6471265621, 128.400454099
35.6471457134, 128.400430693
35.647160357, 128.400412788
35.6471794811, 128.40038936
35.6471986143, 128.400365932
35.6472177385, 128.400342503
35.6472368717, 128.400319075
35.6472559959, 128.400295647
35.64727512, 128.400272207
35.6472942531, 128.400248779
35.6473133773, 128.40022535
35.6473325014, 128.400201922
35.6473516346, 128.400178494
35.6473707587, 128.400155054
35.6473898918, 128.400131626
35.6473968908, 128.400123046
35.647416024, 128.400099628
35.6474351662, 128.400076211
35.6474542994, 128.400052793
35.6474734416, 128.400029376
35.6474925748, 128.400005958
35.6475117079, 128.39998253
35.6475308501, 128.399959112
35.6475499832, 128.399935695
35.6475691164, 128.399912277
35.6475882586, 128.39988886
35.6476073916, 128.399865431
35.6476265248, 128.399842014
35.6476456669, 128.399818596
35.6476648001, 128.399795178
35.6476839422, 128.399771761
35.6477030753, 128.399748343
35.6477222084, 128.399724915
35.6477413505, 128.399701497
35.6477604836, 128.399678079
35.6477704131, 128.39966592
35.6477895462, 128.399642503 
35.6478086883, 128.399619085
35.6478278214, 128.399595667
35.6478469635, 128.39957225
35.6478660966, 128.399548832
35.6478714646, 128.399542252
35.6478905795, 128.399518813
35.6479096854, 128.399495362
35.6479288002, 128.399471911
35.6479479151, 128.399448461
35.6479584359, 128.399435546
35.6479775599, 128.399412117
35.6479966838, 128.399388678
35.6480157987, 128.399365238
35.6480243659, 128.399354735
35.6480435171, 128.399331339
35.6480626773, 128.399307943
35.6480818284, 128.399284547
35.6481009796, 128.39926114
35.6481201307, 128.399237745 
35.6481392909, 128.399214349
35.648158442, 128.399190953
35.6481775931, 128.399167546
35.6481927474, 128.399149029
35.6482118712, 128.399125589
35.6482309861, 128.399102149
35.6482501009, 128.399078709
35.6482692248, 128.39905527
35.6482883396, 128.39903183
35.6483074635, 128.39900839
35.6483265783, 128.39898495
35.6483457021, 128.39896151
35.6483648169, 128.39893807
35.6483839408, 128.39891463
35.6484030555, 128.398891179
35.6484221793, 128.398867739
35.6484343042, 128.398852868
35.6484534281, 128.398829439
35.6484725519, 128.398805999
35.6484916757, 128.398782559
35.6485107995, 128.39875913
35.6485299233, 128.39873569
35.6485490381, 128.39871225
35.6485681619, 128.398688821
35.6485872857, 128.39866538
35.648606284, 128.398642096
35.6486254169, 128.398618667
35.6486445407, 128.398595238
35.6486636735, 128.398571808
35.6486827973, 128.398548379
35.6487019302, 128.39852495
35.648721054, 128.398501521 
35.6487401868, 128.398478092
35.6487476069, 128.398469
35.6487667216, 128.39844556
35.6487858362, 128.398422109 
35.6488049509, 128.398398657
35.6488240565, 128.398375206
35.6488431712, 128.398351766
35.6488622859, 128.398328315
35.6488814005, 128.398304863
35.6488959269, 128.398287036
35.6489150688, 128.398263629
35.6489342016, 128.39824021
35.6495247564, 128.398712273 
35.6495057569, 128.398733525
35.6494885328, 128.398752798
35.6494691836, 128.398774439
35.6494485702, 128.398797493
35.6494304763, 128.398817733
35.6494123555, 128.398838007
35.649396315, 128.398855956
35.6493820676, 128.398871892
35.6493591949, 128.398897526
35.6493354615, 128.398924127
35.6493097017, 128.398952996
35.6492811625, 128.398984991
35.6492546853, 128.399014661
35.649225384, 128.399047512
35.6491961542, 128.399080263
35.6491628897, 128.39911754
35.6491295086, 128.39915495
35.6490995078, 128.399188579
35.649071605, 128.39921985
35.6490384839, 128.399256971
35.6490000365, 128.399299976
35.648966906, 128.399337031
35.648931238, 128.39937691
35.6488985737, 128.399413431
35.6488659005, 128.399449985
35.6488326982, 128.399487107
35.6487984738, 128.399525385
35.6487628158, 128.399565463
35.6487284219, 128.399604128
35.6486946826, 128.399642049
35.6486666277, 128.399673587
35.648639649, 128.399703945
35.6486080438, 128.39973953
35.6485777836, 128.399773602
35.6485474874, 128.399807697
35.6485185361, 128.399840291
35.6484836942, 128.399879512
35.6484506902, 128.399916665
35.6484203582, 128.399950815
35.6483936395, 128.399980895
35.6483692249, 128.400008373
35.6483344102, 128.400047638
35.6482981878, 128.400088493
35.6482599122, 128.400131661
35.6482169114, 128.400180156
35.6481728169, 128.400229884
35.6481345501, 128.40027303
35.6481046845, 128.400306713
35.648081875, 128.400332433
35.6480509244, 128.400367317
35.6480199469, 128.400402245
35.6479868175, 128.400439586
35.6479572118, 128.400472957
35.6479245665, 128.400509753
35.6478934186, 128.400544859
35.6478607465, 128.400581699
35.6478305848, 128.400615693
35.6478051751, 128.400644338
35.6477813793, 128.400671159
35.647753055, 128.400702963
35.6477217628, 128.400738081
35.6476861848, 128.400778014
35.647652669, 128.400815645
35.6476191711, 128.400853242
35.6475916626, 128.400884123
35.647569005, 128.400909566
35.6475439622, 128.400937678
35.6475058383, 128.400980579
35.6474695343, 128.401021423
35.6474285322, 128.40106756 
35.6473864092, 128.401114964
35.6473419192, 128.401165026
35.6472995811, 128.401212675
35.6472607576, 128.401256354
35.6472239515, 128.401297776
35.6471850294, 128.401341577
35.6471527692, 128.401377884
35.6471168775, 128.40141826
