35.6461519012,128.402584907,35.6461575055,128.402615032,LANE_CHANGE_RIGHT
35.6461519012,128.402584907,35.646166432,128.402584213,STRAIGHT
35.646166432,128.402584213,35.6461715132,128.402614309,LANE_CHANGE_RIGHT
35.646166432,128.402584213,35.6461934663,128.402583062,STRAIGHT
35.6461934663,128.402583062,35.6461985371,128.402612882,LANE_CHANGE_RIGHT
35.6461934663,128.402583062,35.6462040582,128.402582618,STRAIGHT
35.6462040582,128.402582618,35.6462310936,128.402581699,STRAIGHT
35.6462040582,128.402582618,35.646208759,128.402612353,LANE_CHANGE_RIGHT
35.6462310936,128.402581699,35.6462452649,128.402581229,STRAIGHT
35.6462310936,128.402581699,35.6462357947,128.4026115,LANE_CHANGE_RIGHT
35.6462452649,128.402581229,35.6462652156,128.402580738,STRAIGHT
35.6462452649,128.402581229,35.6462357947,128.4026115,LANE_CHANGE_RIGHT
35.6462652156,128.402580738,35.646285572,128.402580233,STRAIGHT
35.6462652156,128.402580738,35.6462573673,128.40261082,LANE_CHANGE_RIGHT
35.646285572,128.402580233,35.6462859728,128.402610143,LANE_CHANGE_RIGHT
35.646285572,128.402580233,35.646285572,128.402580233,LANE_CHANGE_LEFT
35.646285572,128.402580233,35.6463147821,128.402574239,STRAIGHT
35.6547113101,128.395324092,35.6546896609,128.395295157,LANE_CHANGE_RIGHT
35.6547113101,128.395324092,35.6547098666,128.395325716,STRAIGHT
35.6547113101,128.395324092,35.6547347201,128.395355356,LANE_CHANGE_LEFT
35.6547347201,128.395355356,35.6547113101,128.395324092,LANE_CHANGE_RIGHT
35.6547347201,128.395355356,35.6547188867,128.395373162,STRAIGHT
35.6547188867,128.395373162,35.6546899358,128.395348115,LANE_CHANGE_RIGHT
35.6547188867,128.395373162,35.6547003456,128.395394004,STRAIGHT
35.6547003456,128.395394004,35.6546804512,128.395416458,STRAIGHT
35.6547003456,128.395394004,35.654676568,128.395363151,LANE_CHANGE_RIGHT
35.6546804512,128.395416458,35.6546605567,128.395438912,STRAIGHT
35.6546804512,128.395416458,35.6546566463,128.395385573,LANE_CHANGE_RIGHT
35.6546605567,128.395438912,35.654646185,128.395455128,STRAIGHT
35.6546605567,128.395438912,35.6546367247,128.395407994,LANE_CHANGE_RIGHT
35.654646185,128.395455128,35.6546225859,128.395423909,LANE_CHANGE_RIGHT
35.654646185,128.395455128,35.654626236,128.395477505,STRAIGHT
35.654626236,128.395477505,35.6546026098,128.395446265,LANE_CHANGE_RIGHT
35.654626236,128.395477505,35.6546062871,128.395499882,STRAIGHT
35.6546062871,128.395499882,35.6545826426,128.395468609,LANE_CHANGE_RIGHT
35.6546062871,128.395499882,35.6545967564,128.39551057,STRAIGHT
35.6545967564,128.39551057,35.6545700724,128.395482678,LANE_CHANGE_RIGHT
35.6545967564,128.39551057,35.6545768165,128.395532959,STRAIGHT
35.6545768165,128.395532959,35.6545501599,128.395505122,LANE_CHANGE_RIGHT
35.6545768165,128.395532959,35.6545568767,128.395555358,STRAIGHT
35.6545568767,128.395555358,35.6545383803,128.395576122,STRAIGHT
35.6545568767,128.395555358,35.6545302563,128.395527554,LANE_CHANGE_RIGHT
35.6545383803,128.395576122,35.6545184404,128.395598522,STRAIGHT
35.6545383803,128.395576122,35.654515741,128.395543925,LANE_CHANGE_RIGHT
35.6545184404,128.395598522,35.6544985096,128.395620921,STRAIGHT
35.6545184404,128.395598522,35.6544958012,128.395566324,LANE_CHANGE_RIGHT
35.6544985096,128.395620921,35.6544758704,128.395588734,LANE_CHANGE_RIGHT
35.6544985096,128.395620921,35.6544911218,128.395629218,STRAIGHT
35.6544911218,128.395629218,35.6544634619,128.395602681,LANE_CHANGE_RIGHT
35.6544911218,128.395629218,35.6544711638,128.395651584,STRAIGHT
