35.6476790995,128.400396065,STOP
35.6476583529,128.400368892,STOP
35.6478814725,128.400376514,STOP
35.6478974999,128.400451852,STOP
35.6476284525,128.400091401,STOP
35.6475898243,128.399985967,STOP
35.6478307623,128.400071839,STOP
35.6478504397,128.400097949,STOP
35.6487110995,128.39944456,STOP
35.6487291776,128.399522401,STOP
35.6483914462,128.399014764,STOP
35.6484589044,128.399158977,STOP
35.6485061871,128.39946653,STOP
35.648485657,128.399439421,STOP
35.6486843931,128.399164336,STOP
35.6486640944,128.399136629,STOP
35.6493389837,128.398533397,STOP
35.6492828052,128.398219745,STOP
35.6469521847,128.401107954,STOP
35.6469542472,128.401042236,STOP
35.6469123937,128.401361451,STOP
35.6476790995,128.400396065,STOP
35.6476583529,128.400368892,STOP
35.6478814725,128.400376514,STOP
35.6478974999,128.400451852,STOP
35.6476284525,128.400091401,STOP
35.6475898243,128.399985967,STOP
35.6478307623,128.400071839,STOP
35.6478504397,128.400097949,STOP
35.6487110995,128.39944456,STOP
35.6487291776,128.399522401,STOP
35.6483914462,128.399014764,STOP
35.6484589044,128.399158977,STOP
35.6485061871,128.39946653,STOP
35.648485657,128.399439421,STOP
35.6486843931,128.399164336,STOP
35.6486640944,128.399136629,STOP
35.6493389837,128.398533397,STOP
35.6492828052,128.398219745,STOP
35.6469521847,128.401107954,STOP
35.6469542472,128.401042236,STOP
35.6469123937,128.401361451,STOP
35.6470201597,128.400586156,GO
35.6470350381,128.400566537,GO
35.6470499747,128.400547724,GO
35.647069117,128.400524318,GO
35.6470882684,128.400500912,GO
35.6471074197,128.400477506,GO
35.6471265621,128.400454099,GO
35.6471457134,128.400430693,GO
35.647160357,128.400412788,GO
35.6471794811,128.40038936,GO
35.6471986143,128.400365932,GO
35.6472177385,128.400342503,GO
35.6472368717,128.400319075,GO
35.6472559959,128.400295647,GO
35.64727512,128.400272207,GO
35.6472942531,128.400248779,GO
35.6473133773,128.40022535,GO
35.6473325014,128.400201922,GO
35.6473516346,128.400178494,GO
35.6473707587,128.400155054,GO
35.6473898918,128.400131626,GO
35.6473968908,128.400123046,GO
35.647416024,128.400099628,GO
35.6474351662,128.400076211,GO
35.6474542994,128.400052793,GO
35.6474734416,128.400029376,GO
35.6474925748,128.400005958,GO
35.6475117079,128.39998253,GO
35.6475308501,128.399959112,GO
35.6475499832,128.399935695,GO
35.6475691164,128.399912277,GO
35.6475882586,128.39988886,GO
