35.6461519012,128.402584907,GO
35.646166432,128.402584213,GO
35.6461934663,128.402583062,GO
35.6462040582,128.402582618,GO
35.6462310936,128.402581699,GO
35.6462452649,128.402581229,GO
35.6462652156,128.402580738,GO
35.646285572,128.402580233,GO
35.6547113101,128.395324092,GO
35.6547347201,128.395355356,GO
35.6547188867,128.395373162,GO
35.6547003456,128.395394004,GO
35.6546804512,128.395416458,GO
35.6546605567,128.395438912,GO
35.654646185,128.395455128,GO
35.654626236,128.395477505,GO
35.6546062871,128.395499882,GO
35.6545967564,128.39551057,GO
35.6545768165,128.395532959,GO
35.6545568767,128.395555358,GO
35.6545383803,128.395576122,GO
35.6545184404,128.395598522,GO
35.6544985096,128.395620921,GO
35.6544911218,128.395629218,GO
35.6544711638,128.395651584,GO
35.6544511967,128.39567395,GO
35.6544396665,128.395686863,GO
35.6544196994,128.395709218,GO
35.6543997323,128.395731574,GO
35.6543826342,128.395750703,GO
35.6543626942,128.395773092,GO
35.6543427453,128.39579548,GO
35.6543228054,128.395817868,GO
35.6543202949,128.395820682,GO
35.654300355,128.395843081,GO
35.6542804151,128.395865469,GO
35.6542640346,128.395883864,GO
35.6542440856,128.395906253,GO
35.6542241456,128.39592863,GO
35.654211961,128.395942298,GO
35.6541919939,128.395964664,GO
35.6541720357,128.39598702,GO
35.6541594296,128.396001133,GO
35.6541394987,128.396023532,GO
35.6541195678,128.396045942,GO
35.6541073026,128.396059722,GO
35.6540873899,128.396082154,GO
35.6540674862,128.396104586,GO
35.6540575612,128.396115763,GO
35.6540375668,128.396138085,GO
35.6540175723,128.396160407,GO
35.6540035942,128.396176012,GO
35.6539836814,128.396198432,GO
35.6539637596,128.396220853,GO
35.6539438468,128.396243285,GO
35.6539403322,128.396247233,GO
35.6539203741,128.39626961,GO
35.6539004249,128.396291976,GO
35.6538881686,128.396305723,GO
35.6538682104,128.396328089,GO
35.6538482523,128.396350466,GO
35.6538405326,128.396359118,GO
35.6538206107,128.396381539,GO
35.6538006888,128.396403949,GO
35.653780767,128.39642637,GO
35.6537608451,128.39644878,GO
35.6537409232,128.3964712,GO
35.6537388611,128.396473514,GO
35.6537189028,128.39649588,GO
35.6536989446,128.396518245,GO
35.6536789774,128.396540611,GO
35.6536686038,128.396552234,GO
35.6536486818,128.396574643,GO
35.6536287509,128.396597053,GO
35.6536206548,128.396606161,GO
35.6536007056,128.396628538,GO
35.6535807474,128.396650915,GO
35.6535630756,128.396670734,GO
35.65354319,128.396693198,GO
35.6535233043,128.396715663,GO
35.6535177367,128.396721946,GO
35.6534977512,128.396744279,GO
35.6534777748,128.396766612,GO
35.6534577893,128.396788945,GO
35.6534550546,128.396792003,GO
35.6534351145,128.396814402,GO
35.6534151744,128.396836789,GO
35.6533970813,128.396857108,GO
35.6533771321,128.396879485,GO
35.6533571738,128.396901862,GO
35.6533446932,128.396915853,GO
35.653324753,128.39693824,GO
35.6533048039,128.396960628,GO
35.6532910681,128.396976042,GO
35.653271137,128.396998441,GO
35.6532511969,128.397020839,GO
35.6532426704,128.397030426,GO
35.6532226848,128.397052759,GO
35.6532027083,128.397075091,GO
35.6531889274,128.397090495,GO
35.6531690689,128.397112992,GO
35.6531492104,128.39713549,GO
35.653131396,128.397155663,GO
35.6531114286,128.397178017,GO
35.6530914521,128.397200372,GO
35.6530798948,128.397213306,GO
35.6530599456,128.397235694,GO
35.6530399963,128.39725807,GO
35.6530279192,128.397271627,GO
35.6530079336,128.39729396,GO
35.6529879481,128.397316292,GO
35.6529681328,128.397338425,GO
35.6529481744,128.39736079,GO
35.652928207,128.397383155,GO
35.6529122743,128.397401006,GO
35.6528922978,128.397423349,GO
35.6528723213,128.397445692,GO
35.6528530261,128.397467257,GO
35.652833113,128.397489678,GO
35.652813191,128.397512109,GO
35.6527952325,128.397532327,GO
35.652775256,128.397554671,GO
35.6527552794,128.397577014,GO
35.6527444572,128.397589114,GO
35.6527245532,128.397611545,GO
35.6527046403,128.397633988,GO
35.6526847273,128.397656419,GO
35.6526833555,128.397657965,GO
35.6526633426,128.397680264,GO
35.6526433297,128.397702552,GO
35.652625935,128.397721938,GO
35.6526060038,128.397744336,GO
35.6525860635,128.397766734,GO
35.6525661323,128.397789132,GO
35.6525650564,128.397790344,GO
35.6525451161,128.397812732,GO
35.6525251667,128.397835119,GO
35.6525075485,128.397854892,GO
35.6524875901,128.397877258,GO
35.6524676226,128.397899623,GO
35.6524531872,128.397915793,GO
35.6524332922,128.397938235,GO
35.6524133882,128.397960688,GO
35.652411335,128.397963002,GO
35.6523913403,128.397985323,GO
35.6523713545,128.398007655,GO
35.6523562284,128.398024538,GO
35.6523362518,128.398046881,GO
35.6523162751,128.398069224,GO
35.6523002167,128.398087185,GO
35.6522803126,128.398109627,GO
35.6522604176,128.398132069,GO
35.6522473993,128.398146748,GO
35.6522274135,128.39816908,GO
35.6522074369,128.398191423,GO
35.6521895402,128.39821142,GO
35.652169618,128.39823384,GO
35.6521496958,128.39825626,GO
35.6521297735,128.398278669,GO
35.6521098603,128.398301089,GO
35.6520899381,128.398323508,GO
35.6520700159,128.398345928,GO
35.6520580015,128.39835944,GO
35.6520379885,128.398381728,GO
35.6520179664,128.398404016,GO
35.6520119141,128.398410756,GO
35.651992019,128.398433209,GO
35.651972124,128.398455662,GO
35.651952229,128.398478114,GO
35.6519473516,128.398483619,GO
35.6519274203,128.398506028,GO
35.6519074889,128.398528437,GO
35.6518907494,128.398547253,GO
35.6518708544,128.398569706,GO
35.6518509593,128.398592159,GO
35.651836112,128.398608918,GO
35.6518161534,128.398631283,GO
35.6517961948,128.398653658,GO
35.6517810689,128.398670607,GO
35.6517611738,128.39869306,GO
35.6517412788,128.398715512,GO
35.6517274087,128.398731159,GO
35.6517074319,128.398753513,GO
35.6516874641,128.398775856,GO
35.6516778613,128.398786599,GO
35.6516579208,128.398808985,GO
35.6516379713,128.398831372,GO
35.651628261,128.398842271,GO
35.651608375,128.398864734,GO
35.6515884889,128.398887198,GO
35.651575354,128.398902022,GO
35.6515554044,128.398924408,GO
35.6515354638,128.398946784,GO
35.6515155143,128.39896917,GO
35.6515083862,128.398977166,GO
